war_num,war_name,war_type_code,war_type,war_subtype,total_participants,start_date,start_year,end_date,end_year,lagging_war,leading_war,ongoing_war,total_days_in_war,start_date_estimated,end_date_estimated,file_name
608.0,Argentine Indians War,5.0,Intra-State War,Civil War (over local issues),2,1878-12-06,1878,1879-07-08,1879,-8.0,-8.0,0.0,,0.0,0.0,war_num_608_0.json
379.0,Second British-Afghan,3.0,Extra-State War,Imperial (state vs non-state),2,1878-11-21,1878,1879-05-26,1879,-8.0,-8.0,0.0,,0.0,0.0,war_num_379_0.json
375.0,Egypt-Sudanese Slavers,3.0,Extra-State War,Imperial (state vs non-state),2,1878-02-01,1878,1879-07-31,1879,-8.0,-8.0,0.0,,1.0,1.0,war_num_375_0.json
377.0,Austrian-Bosnian,3.0,Extra-State War,Imperial (state vs non-state),2,1878-07-29,1878,1878-10-01,1878,-8.0,-8.0,0.0,,0.0,0.0,war_num_377_0.json
374.0,Third British-Xhosa,2.0,Extra-State War,Colonial (conflict with colony),2,1877-08-01,1877,1878-06-30,1878,-8.0,-8.0,0.0,,1.0,1.0,war_num_374_0.json
61.0,Second Russo-Turkish,1.0,Inter-State War,Inter-State War,2,1877-04-24,1877,1878-01-31,1878,,,0.0,,0.0,0.0,war_num_61_0.json
607.0,Satsuma Rebellion,4.0,Intra-State War,Civil War (for central control),2,1877-01-29,1877,1877-09-24,1877,-8.0,-8.0,0.0,,0.0,0.0,war_num_607_0.json
603.0,Defeat of Xinjiang Muslims,5.0,Intra-State War,Civil War (over local issues),2,1876-04-01,1876,1878-01-02,1878,-8.0,-8.0,0.0,,1.0,0.0,war_num_603_0.json
605.0,Fourth Colombian War,4.0,Intra-State War,Civil War (for central control),2,1876-07-12,1876,1877-04-06,1877,-8.0,-8.0,0.0,,0.0,0.0,war_num_605_0.json
373.0,Serbian-Turkish,3.0,Extra-State War,Imperial (state vs non-state),2,1876-06-30,1876,1877-04-23,1877,601.0,61.0,0.0,,0.0,0.0,war_num_373_0.json
606.0,Ecuador's Veintemilla Revolt,4.0,Intra-State War,Civil War (for central control),2,1876-09-08,1876,1876-12-26,1876,-8.0,-8.0,0.0,,0.0,0.0,war_num_606_0.json
60.0,First Central American,1.0,Inter-State War,Inter-State War,2,1876-03-27,1876,1876-04-25,1876,,,0.0,,0.0,0.0,war_num_60_0.json
602.0,Diaz Revolt,4.0,Intra-State War,Civil War (for central control),2,1876-01-15,1876,1876-11-23,1876,-8.0,-8.0,0.0,,0.0,0.0,war_num_602_0.json
372.0,Egyptian-Ethiopian,3.0,Extra-State War,Imperial (state vs non-state),2,1875-09-01,1875,1876-03-09,1876,-8.0,-8.0,0.0,,1.0,0.0,war_num_372_0.json
371.0,Kokand Rebellion,3.0,Extra-State War,Imperial (state vs non-state),2,1875-08-09,1875,1876-02-28,1876,-8.0,-8.0,0.0,,0.0,0.0,war_num_371_0.json
601.0,Bosnia and Bulgaria Revolt,5.0,Intra-State War,Civil War (over local issues),2,1875-06-30,1875,1876-06-29,1876,-8.0,373.0,0.0,,0.0,0.0,war_num_601_0.json
600.0,Mitre Rebellion,4.0,Intra-State War,Civil War (for central control),2,1874-09-24,1874,1874-12-07,1874,-8.0,-8.0,0.0,,0.0,0.0,war_num_600_0.json
370.0,First Dutch-Achinese,3.0,Extra-State War,Imperial (state vs non-state),2,1873-03-26,1873,1878-10-13,1878,-8.0,-8.0,0.0,,0.0,0.0,war_num_370_0.json
369.0,Second Franco-Vietnamese,3.0,Extra-State War,Imperial (state vs non-state),2,1873-11-20,1873,1874-12-31,1874,-8.0,-8.0,0.0,,0.0,1.0,war_num_369_0.json
598.0,Catonalist Uprising,5.0,Intra-State War,Civil War (over local issues),2,1873-07-19,1873,1874-01-13,1874,-8.0,-8.0,0.0,,0.0,0.0,war_num_598_0.json
367.0,Second British-Ashanti,3.0,Extra-State War,Imperial (state vs non-state),2,1873-01-01,1873,1874-02-04,1874,-8.0,-8.0,0.0,,1.0,0.0,war_num_367_0.json
597.5,Second Entre Rios War,5.0,Intra-State War,Civil War (over local issues),2,1873-05-09,1873,1873-12-31,1873,-8.0,-8.0,0.0,,0.0,0.0,war_num_597_5.json
597.0,Third Carlist War,4.0,Intra-State War,Civil War (for central control),2,1872-04-21,1872,1876-02-28,1876,-8.0,-8.0,0.0,,0.0,0.0,war_num_597_0.json
596.7,Second Kashgarian - Tungan War,7.0,Intra-State War,Intercommunal,2,1871-12-01,1871,1872-08-31,1872,-8.0,-8.0,0.0,,1.0,1.0,war_num_596_7.json
366.0,Second Franco-Algerian,2.0,Extra-State War,Colonial (conflict with colony),2,1871-03-01,1871,1872-01-31,1872,-8.0,-8.0,0.0,,1.0,1.0,war_num_366_0.json
596.0,Paris Commune War,4.0,Intra-State War,Civil War (for central control),2,1871-03-18,1871,1871-05-29,1871,-8.0,-8.0,0.0,,0.0,0.0,war_num_596_0.json
365.0,Ottoman Conquest of Arabia,3.0,Extra-State War,Imperial (state vs non-state),2,1870-11-30,1870,1872-12-30,1872,-8.0,-8.0,0.0,,0.0,0.0,war_num_365_0.json
595.0,Bolivia-Criollos War,4.0,Intra-State War,Civil War (for central control),2,1870-11-03,1870,1871-01-19,1871,-8.0,-8.0,0.0,,0.0,0.0,war_num_595_0.json
58.0,Franco-Prussian,1.0,Inter-State War,Inter-State War,5,1870-07-19,1870,1871-02-26,1871,,,0.0,,0.0,0.0,war_num_58_0.json
593.0,First Entre Rios War,5.0,Intra-State War,Civil War (over local issues),2,1870-05-20,1870,1871-03-13,1871,-8.0,8.0,0.0,,0.0,0.0,war_num_593_0.json
592.7,First Kashgarian - Tungan War,7.0,Intra-State War,Intercommunal,2,1870-01-01,1870,1870-11-30,1870,-8.0,-8.0,0.0,,1.0,1.0,war_num_592_7.json
592.5,Venezuelan Yellow Revolution,4.0,Intra-State War,Civil War (for central control),2,1869-08-18,1869,1872-05-10,1872,-8.0,-8.0,0.0,,0.0,0.0,war_num_592_5.json
364.0,Attack on Bahr el-Ghazal,3.0,Extra-State War,Imperial (state vs non-state),2,1869-01-01,1869,1870-12-31,1870,-8.0,-8.0,0.0,,1.0,1.0,war_num_364_0.json
363.0,First Spanish-Cuban,2.0,Extra-State War,Colonial (conflict with colony),2,1868-10-10,1868,1878-02-11,1878,-8.0,-8.0,0.0,,0.0,0.0,war_num_363_0.json
592.0,Guerre des Cacos,4.0,Intra-State War,Civil War (for central control),2,1868-11-19,1868,1869-12-18,1869,-8.0,-8.0,0.0,,0.0,0.0,war_num_592_0.json
588.0,Meiji Restoration,4.0,Intra-State War,Civil War (for central control),2,1868-01-27,1868,1869-06-27,1869,-8.0,-8.0,0.0,,0.0,0.0,war_num_588_0.json
591.0,Spainish Liberals War,4.0,Intra-State War,Civil War (for central control),2,1868-09-18,1868,1868-09-29,1868,-8.0,-8.0,0.0,,0.0,0.0,war_num_591_0.json
587.8,Venezualan Blue Revolution,4.0,Intra-State War,Civil War (for central control),2,1867-12-24,1867,1868-08-14,1868,-8.0,-8.0,0.0,,0.0,0.0,war_num_587_8.json
362.0,British-Ethiopian,3.0,Extra-State War,Imperial (state vs non-state),2,1867-12-01,1867,1868-04-13,1868,-8.0,-8.0,0.0,,1.0,0.0,war_num_362_0.json
587.0,Queretaro War,4.0,Intra-State War,Civil War (for central control),2,1867-02-06,1867,1867-06-21,1867,40.0,-8.0,0.0,,0.0,0.0,war_num_587_0.json
586.5,Kashgar-Khotan War,7.0,Intra-State War,Intercommunal,2,1867-01-01,1867,1867-02-28,1867,-8.0,-8.0,0.0,,1.0,1.0,war_num_586_5.json
583.0,First Cretan War,5.0,Intra-State War,Civil War (over local issues),2,1866-08-28,1866,1868-12-30,1868,-8.0,-8.0,0.0,,0.0,0.0,war_num_583_0.json
586.0,Third Argentina War,4.0,Intra-State War,Civil War (for central control),2,1866-11-09,1866,1867-10-15,1867,-8.0,-8.0,0.0,,0.0,0.0,war_num_586_0.json
585.0,Yellow Cliff Revolt,5.0,Intra-State War,Civil War (over local issues),2,1866-10-01,1866,1866-10-31,1866,-8.0,-8.0,0.0,,1.0,1.0,war_num_585_0.json
55.0,Seven Weeks,1.0,Inter-State War,Inter-State War,11,1866-06-15,1866,1866-07-26,1866,,,0.0,,0.0,0.0,war_num_55_0.json
361.0,Russian-Bukharan,3.0,Extra-State War,Imperial (state vs non-state),2,1866-01-12,1866,1866-10-18,1866,-8.0,-8.0,0.0,,0.0,0.0,war_num_361_0.json
52.0,Naval War,1.0,Inter-State War,Inter-State War,3,1865-09-25,1865,1866-05-09,1866,,,0.0,,0.0,0.0,war_num_52_0.json
582.5,Constitutionalist Rebellion,4.0,Intra-State War,Civil War (for central control),2,1865-01-24,1865,1866-01-24,1866,-8.0,-8.0,0.0,,0.0,0.0,war_num_582_5.json
360.0,British-Bhutanese,3.0,Extra-State War,Imperial (state vs non-state),2,1865-01-01,1865,1865-11-11,1865,-8.0,-8.0,0.0,,1.0,0.0,war_num_360_0.json
49.0,Lopez,1.0,Inter-State War,Inter-State War,3,1864-11-12,1864,1870-03-01,1870,,,0.0,,0.0,0.0,war_num_49_0.json
582.0,Xinjiang Muslim Revolt,5.0,Intra-State War,Civil War (over local issues),2,1864-06-04,1864,1866-04-11,1866,-8.0,-8.0,0.0,,0.0,0.0,war_num_582_0.json
582.3,Kanto Insurrection,4.0,Intra-State War,Civil War (for central control),2,1864-07-10,1864,1865-01-23,1865,-8.0,-8.0,0.0,,0.0,0.0,war_num_582_3.json
359.0,Russian-Kokand,3.0,Extra-State War,Imperial (state vs non-state),2,1864-04-24,1864,1865-06-17,1865,-8.0,-8.0,0.0,,0.0,0.0,war_num_359_0.json
581.0,Sahil Revolt,5.0,Intra-State War,Civil War (over local issues),2,1864-03-01,1864,1865-02-28,1865,-8.0,-8.0,0.0,,1.0,1.0,war_num_581_0.json
46.0,Second Schleswig-Holstein,1.0,Inter-State War,Inter-State War,3,1864-02-01,1864,1864-04-25,1864,,,0.0,,0.0,0.0,war_num_46_0.json
355.0,British-Maori,2.0,Extra-State War,Colonial (conflict with colony),2,1863-06-04,1863,1866-01-14,1866,-8.0,-8.0,0.0,,0.0,0.0,war_num_355_0.json
353.0,Spanish-Santo Dominican,2.0,Extra-State War,Colonial (conflict with colony),2,1863-04-01,1863,1865-05-03,1865,-8.0,-8.0,0.0,,1.0,0.0,war_num_353_0.json
356.0,Shimonoseki War,3.0,Extra-State War,Imperial (state vs non-state),5,1863-06-25,1863,1864-09-07,1864,-8.0,-8.0,0.0,,0.0,0.0,war_num_356_0.json
579.0,Second Polish War,5.0,Intra-State War,Civil War (over local issues),2,1863-01-22,1863,1864-04-19,1864,-8.0,-8.0,0.0,,0.0,0.0,war_num_579_0.json
43.0,Ecuadorian-Colombian,1.0,Inter-State War,Inter-State War,2,1863-11-22,1863,1863-12-06,1863,,,0.0,,0.0,0.0,war_num_43_0.json
357.0,British Umbeyla Campaign,3.0,Extra-State War,Imperial (state vs non-state),2,1863-10-20,1863,1863-12-21,1863,-8.0,-8.0,0.0,,0.0,0.0,war_num_357_0.json
580.5,Bandit War,5.0,Intra-State War,Civil War (over local issues),2,1863-05-01,1863,1863-12-31,1863,-8.0,-8.0,0.0,,1.0,0.0,war_num_580_5.json
580.0,Second Argentina War,4.0,Intra-State War,Civil War (for central control),2,1863-03-31,1863,1863-11-12,1863,-8.0,-8.0,0.0,,0.0,0.0,war_num_580_0.json
576.0,Tungan Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1862-06-09,1862,1873-12-12,1873,-8.0,-8.0,0.0,,0.0,0.0,war_num_576_0.json
40.0,Franco-Mexican,1.0,Inter-State War,Inter-State War,2,1862-04-16,1862,1867-02-05,1867,,,0.0,,0.0,0.0,war_num_40_0.json
578.0,Bolivan Perez Rebellion,4.0,Intra-State War,Civil War (for central control),2,1862-09-03,1862,1862-10-16,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_578_0.json
577.0,Minnesota-Sioux- War,6.0,Intra-State War,Regional/Internal,2,1862-08-17,1862,1862-09-29,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_577_0.json
572.0,U.S. Civil War,5.0,Intra-State War,Civil War (over local issues),2,1861-04-12,1861,1865-05-11,1865,-8.0,-8.0,0.0,,0.0,0.0,war_num_572_0.json
575.0,Third Turco-Montenegrin War,5.0,Intra-State War,Civil War (over local issues),2,1861-09-16,1861,1862-08-31,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_575_0.json
573.0,Third Buenos Aires War,4.0,Intra-State War,Civil War (for central control),2,1861-08-20,1861,1862-03-21,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_573_0.json
571.0,Panthay Rebellion phase 2,5.0,Intra-State War,Civil War (over local issues),2,1860-10-25,1860,1874-05-04,1874,1541.0,-8.0,0.0,,0.0,0.0,war_num_571_0.json
570.0,Miao Rebellion phase 2,5.0,Intra-State War,Civil War (over local issues),2,1860-10-25,1860,1872-11-30,1872,1538.0,-8.0,0.0,,0.0,1.0,war_num_570_0.json
568.0,Second Nien Revolt ,5.0,Intra-State War,Civil War (over local issues),2,1860-10-25,1860,1868-08-16,1868,-8.0,-8.0,0.0,,0.0,0.0,war_num_568_0.json
567.0,Taiping Rebellion phase 2,4.0,Intra-State War,Civil War (for central control),3,1860-10-25,1860,1866-02-09,1866,1534.0,-8.0,0.0,,0.0,0.0,war_num_567_0.json
565.0,Third Colombian War,4.0,Intra-State War,Civil War (for central control),2,1860-02-22,1860,1862-10-13,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_565_0.json
37.0,Neapolitan,1.0,Inter-State War,Inter-State War,2,1860-10-15,1860,1861-02-13,1861,,,0.0,,0.0,0.0,war_num_37_0.json
34.0,Italian-Roman,1.0,Inter-State War,Inter-State War,2,1860-09-11,1860,1860-09-29,1860,,,0.0,,0.0,0.0,war_num_34_0.json
566.0,Third Maronite-Druze War,7.0,Intra-State War,Intercommunal,2,1860-05-26,1860,1860-07-12,1860,-8.0,-8.0,0.0,,0.0,0.0,war_num_566_0.json
352.0,Garibaldi Expedition,3.0,Extra-State War,Imperial (state vs non-state),2,1860-05-11,1860,1860-10-14,1860,-8.0,37.0,0.0,,0.0,0.0,war_num_352_0.json
563.0,Venezuelan Federal War,4.0,Intra-State War,Civil War (for central control),2,1859-02-20,1859,1863-05-23,1863,-8.0,-8.0,0.0,,0.0,0.0,war_num_563_0.json
31.0,First Spanish-Moroccan,1.0,Inter-State War,Inter-State War,2,1859-10-22,1859,1860-03-25,1860,,,0.0,,0.0,0.0,war_num_31_0.json
350.0,Netherlands-Bone,3.0,Extra-State War,Imperial (state vs non-state),2,1859-02-20,1859,1860-01-20,1860,-8.0,-8.0,0.0,,0.0,0.0,war_num_350_0.json
351.0,Argentine-Buenos Aires,3.0,Extra-State War,Imperial (state vs non-state),2,1859-05-29,1859,1859-10-23,1859,-8.0,-8.0,0.0,,0.0,0.0,war_num_351_0.json
28.0,Italian Unification,1.0,Inter-State War,Inter-State War,3,1859-04-29,1859,1859-07-12,1859,,,0.0,,0.0,0.0,war_num_28_0.json
562.5,Constituent Revolution ,4.0,Intra-State War,Civil War (for central control),2,1859-01-05,1859,1859-05-12,1859,-8.0,-8.0,0.0,,0.0,0.0,war_num_562_5.json
349.0,First Franco-Vietnamese,3.0,Extra-State War,Imperial (state vs non-state),2,1858-08-31,1858,1862-06-05,1862,-8.0,-8.0,0.0,,0.0,0.0,war_num_349_0.json
561.0,Mexican Reform,4.0,Intra-State War,Civil War (for central control),2,1858-02-14,1858,1861-01-01,1861,-8.0,-8.0,0.0,,0.0,0.0,war_num_561_0.json
562.0,Second Turco-Montenegrin War,5.0,Intra-State War,Civil War (over local issues),2,1858-05-04,1858,1858-05-14,1858,-8.0,-8.0,0.0,,0.0,0.0,war_num_562_0.json
347.0,Indian Mutiny,2.0,Extra-State War,Colonial (conflict with colony),2,1857-05-10,1857,1859-04-07,1859,-8.0,-8.0,0.0,,0.0,0.0,war_num_347_0.json
343.0,Second Opium,3.0,Extra-State War,Imperial (state vs non-state),3,1856-10-22,1856,1860-10-24,1860,-8.0,-8.0,0.0,,0.0,0.0,war_num_343_0.json
560.0,Second Peru War,4.0,Intra-State War,Civil War (for central control),2,1856-10-31,1856,1858-03-07,1858,-8.0,-8.0,0.0,,0.0,0.0,war_num_560_0.json
25.0,Anglo-Persian,1.0,Inter-State War,Inter-State War,2,1856-10-25,1856,1857-04-05,1857,,,0.0,,0.0,0.0,war_num_25_0.json
345.0,French Conquest of Kabylia,2.0,Extra-State War,Colonial (conflict with colony),2,1856-05-17,1856,1857-12-31,1857,-8.0,-8.0,0.0,,0.0,1.0,war_num_345_0.json
342.0,Hodeida Seige,2.0,Extra-State War,Colonial (conflict with colony),2,1856-01-22,1856,1856-02-22,1856,-8.0,-8.0,0.0,,0.0,0.0,war_num_342_0.json
558.0,Puebla War,4.0,Intra-State War,Civil War (for central control),2,1855-12-11,1855,1856-03-21,1856,-8.0,-8.0,0.0,,0.0,0.0,war_num_558_0.json
557.9,Libyan Insurrection,5.0,Intra-State War,Civil War (over local issues),2,1855-06-01,1855,1856-01-31,1856,-8.0,-8.0,0.0,,1.0,1.0,war_num_557_9.json
341.0,British-Santal,2.0,Extra-State War,Colonial (conflict with colony),2,1855-01-01,1855,1856-12-31,1856,-8.0,-8.0,0.0,,1.0,1.0,war_num_341_0.json
340.0,French-Tukulor War,3.0,Extra-State War,Imperial (state vs non-state),2,1854-01-01,1854,1857-07-15,1857,-8.0,-8.0,0.0,,1.0,0.0,war_num_340_0.json
557.8,Barquisimeto Rebellion,4.0,Intra-State War,Civil War (for central control),2,1854-07-12,1854,1854-08-15,1854,-8.0,-8.0,0.0,,0.0,0.0,war_num_557_8.json
557.3,Colombia's Barracks Rebellion,4.0,Intra-State War,Civil War (for central control),2,1854-04-19,1854,1854-12-04,1854,-8.0,-8.0,0.0,,0.0,0.0,war_num_557_3.json
557.2,Greek Nationalists of Macedonia War,5.0,Intra-State War,Civil War (over local issues),2,1854-02-01,1854,1854-06-30,1854,-8.0,-8.0,0.0,,1.0,1.0,war_num_557_2.json
557.1,Epirus Revolt,5.0,Intra-State War,Civil War (over local issues),2,1854-01-30,1854,1854-05-02,1854,-8.0,-8.0,0.0,,0.0,0.0,war_num_557_1.json
22.0,Crimean,1.0,Inter-State War,Inter-State War,5,1853-10-23,1853,1856-03-01,1856,,,0.0,,0.0,0.0,war_num_22_0.json
557.0,Peruvian Liberal Revolution,4.0,Intra-State War,Civil War (for central control),2,1853-10-21,1853,1855-01-07,1855,-8.0,-8.0,0.0,,0.0,0.0,war_num_557_0.json
556.0,First Turco-Montenegrin War,5.0,Intra-State War,Civil War (over local issues),2,1852-09-01,1852,1853-03-09,1853,-8.0,-8.0,0.0,,1.0,0.0,war_num_556_0.json
555.8,Druze Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1852-09-14,1852,1852-11-01,1852,-8.0,-8.0,0.0,,0.0,0.0,war_num_555_8.json
339.0,Second British-Burmese,3.0,Extra-State War,Imperial (state vs non-state),2,1852-04-05,1852,1852-11-20,1852,-8.0,-8.0,0.0,,0.0,0.0,war_num_339_0.json
555.0,First Chilean War,4.0,Intra-State War,Civil War (for central control),2,1851-09-05,1851,1852-01-08,1852,-8.0,-8.0,0.0,,0.0,0.0,war_num_555_0.json
19.0,La Plata,1.0,Inter-State War,Inter-State War,2,1851-07-19,1851,1852-02-03,1852,,,0.0,,0.0,0.0,war_num_19_0.json
338.0,Ottoman-Yam,3.0,Extra-State War,Imperial (state vs non-state),2,1851-04-21,1851,1851-07-09,1851,-8.0,-8.0,0.0,,0.0,0.0,war_num_338_0.json
337.0,Second British-Xhosa,2.0,Extra-State War,Colonial (conflict with colony),2,1850-12-24,1850,1852-04-08,1852,-8.0,-8.0,0.0,,0.0,0.0,war_num_337_0.json
554.3,Third Bosnian War,5.0,Intra-State War,Civil War (over local issues),2,1850-08-01,1850,1851-04-30,1851,-8.0,-8.0,0.0,,1.0,1.0,war_num_554_3.json
554.5,Aleppo Revolt,5.0,Intra-State War,Civil War (over local issues),2,1850-10-17,1850,1850-11-10,1850,-8.0,-8.0,0.0,,0.0,0.0,war_num_554_5.json
336.0,Chinese Pirates,3.0,Extra-State War,Imperial (state vs non-state),2,1849-10-20,1849,1849-10-22,1849,-8.0,-8.0,0.0,,0.0,0.0,war_num_336_0.json
16.0,Roman Republic,1.0,Inter-State War,Inter-State War,4,1849-04-30,1849,1849-07-02,1849,,,0.0,,0.0,0.0,war_num_16_0.json
553.0,Mayan Caste War phase 2,5.0,Intra-State War,Civil War (over local issues),2,1848-08-17,1848,1855-03-04,1855,545.0,-8.0,0.0,,0.0,0.0,war_num_553_0.json
554.0,Hungarian War,5.0,Intra-State War,Civil War (over local issues),3,1848-09-11,1848,1849-08-11,1849,-8.0,-8.0,0.0,,0.0,0.0,war_num_554_0.json
335.0,Second British-Sikh,3.0,Extra-State War,Imperial (state vs non-state),2,1848-05-18,1848,1849-03-10,1849,-8.0,-8.0,0.0,,0.0,0.0,war_num_335_0.json
548.0, First Venezuela War,4.0,Intra-State War,Civil War (for central control),2,1848-02-04,1848,1849-08-15,1849,-8.0,-8.0,0.0,,0.0,0.0,war_num_548_0.json
334.0,First Dutch-Bali,3.0,Extra-State War,Imperial (state vs non-state),2,1848-04-12,1848,1848-06-21,1848,-8.0,-8.0,0.0,,0.0,0.0,war_num_334_0.json
13.0,First Schleswig-Holstein,1.0,Inter-State War,Inter-State War,2,1848-04-10,1848,1848-08-26,1848,,,0.0,,0.0,0.0,war_num_13_0.json
10.0,Austro-Sardinian,1.0,Inter-State War,Inter-State War,4,1848-03-24,1848,1848-08-09,1848,,,0.0,,0.0,0.0,war_num_10_0.json
551.0,Milan Five Day Revolt,5.0,Intra-State War,Civil War (over local issues),2,1848-03-18,1848,1848-03-23,1848,-8.0,10.0,0.0,,0.0,0.0,war_num_551_0.json
550.0,Viennese Revolt,4.0,Intra-State War,Civil War (for central control),2,1848-03-13,1848,1848-03-15,1848,-8.0,-8.0,0.0,,0.0,0.0,war_num_550_0.json
549.0,Second French Insurrection,4.0,Intra-State War,Civil War (for central control),2,1848-02-22,1848,1848-02-24,1848,-8.0,-8.0,0.0,,0.0,0.0,war_num_549_0.json
547.0,Second Two Sicilies War,4.0,Intra-State War,Civil War (for central control),2,1848-01-12,1848,1848-01-29,1848,-8.0,-8.0,0.0,,0.0,0.0,war_num_547_0.json
546.0,Second Carlist War,4.0,Intra-State War,Civil War (for central control),2,1847-05-17,1847,1849-04-30,1849,-8.0,-8.0,0.0,,0.0,0.0,war_num_546_0.json
545.0,Mayan Caste War phase 1,6.0,Intra-State War,Regional/Internal,2,1847-01-15,1847,1848-08-16,1848,-8.0,553.0,0.0,,0.0,0.0,war_num_545_0.json
544.0,Patuleia War,4.0,Intra-State War,Civil War (for central control),3,1846-10-06,1846,1847-06-29,1847,-8.0,-8.0,0.0,,0.0,0.0,war_num_544_0.json
7.0,Mexican-American,1.0,Inter-State War,Inter-State War,2,1846-04-25,1846,1847-09-14,1847,,,0.0,,0.0,0.0,war_num_7_0.json
333.0,First British-Xhosa,3.0,Extra-State War,Imperial (state vs non-state),2,1846-04-16,1846,1847-12-23,1847,-8.0,-8.0,0.0,,0.0,0.0,war_num_333_0.json
332.0,Cracow Revolt,3.0,Extra-State War,Imperial (state vs non-state),4,1846-02-01,1846,1846-03-03,1846,-8.0,-8.0,0.0,,1.0,0.0,war_num_332_0.json
331.0,First British-Sikh,3.0,Extra-State War,Imperial (state vs non-state),2,1845-12-13,1845,1846-02-10,1846,-8.0,-8.0,0.0,,0.0,0.0,war_num_331_0.json
543.0,Second Maronite-Druze War,7.0,Intra-State War,Intercommunal,2,1845-04-30,1845,1845-05-31,1845,-8.0,-8.0,0.0,,0.0,0.0,war_num_543_0.json
330.0,Franco-Moroccan,3.0,Extra-State War,Imperial (state vs non-state),2,1844-08-06,1844,1844-09-10,1844,-8.0,-8.0,0.0,,0.0,0.0,war_num_330_0.json
327.0,Uruguay War,3.0,Extra-State War,Imperial (state vs non-state),4,1843-02-16,1843,1851-07-18,1851,-8.0,19.0,0.0,,0.0,0.0,war_num_327_0.json
329.0,Gwalior,3.0,Extra-State War,Imperial (state vs non-state),2,1843-12-28,1843,1843-12-29,1843,-8.0,-8.0,0.0,,0.0,0.0,war_num_329_0.json
326.0,British-Sind,3.0,Extra-State War,Imperial (state vs non-state),2,1843-01-06,1843,1843-06-14,1843,-8.0,-8.0,0.0,,0.0,0.0,war_num_326_0.json
542.0,Karbala Revolt,5.0,Intra-State War,Civil War (over local issues),2,1842-12-19,1842,1843-01-13,1843,-8.0,-8.0,0.0,,0.0,0.0,war_num_542_0.json
538.0,First Argentina War phase 2,4.0,Intra-State War,Civil War (for central control),2,1841-01-01,1841,1842-12-06,1842,1527.0,-8.0,0.0,,0.0,0.0,war_num_538_0.json
325.0,Peru-Bolivian,3.0,Extra-State War,Imperial (state vs non-state),2,1841-10-19,1841,1841-11-28,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_325_0.json
541.2,First Maronite-Druze War,7.0,Intra-State War,Intercommunal,2,1841-10-13,1841,1841-11-19,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_541_2.json
541.0,Triangular Revolt,4.0,Intra-State War,Civil War (for central control),2,1841-08-31,1841,1841-10-06,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_541_0.json
539.0,Nish Uprising,5.0,Intra-State War,Civil War (over local issues),2,1841-04-06,1841,1841-04-27,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_539_0.json
540.0,Second Bosnian War,5.0,Intra-State War,Civil War (over local issues),2,1841-01-01,1841,1841-12-31,1841,-8.0,-8.0,0.0,,1.0,1.0,war_num_540_0.json
536.0,First Colombian War,4.0,Intra-State War,Civil War (for central control),2,1840-07-15,1840,1842-05-31,1842,-8.0,-8.0,0.0,,0.0,1.0,war_num_536_0.json
537.0,Third Syrian War,5.0,Intra-State War,Civil War (over local issues),3,1840-09-09,1840,1841-01-17,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_537_0.json
535.0,Lebanon Insurgency,6.0,Intra-State War,Regional/Internal,2,1840-05-27,1840,1840-07-31,1840,-8.0,-8.0,0.0,,0.0,0.0,war_num_535_0.json
324.0,First Franco-Algerian,3.0,Extra-State War,Imperial (state vs non-state),2,1839-11-01,1839,1847-12-23,1847,-8.0,-8.0,0.0,,0.0,0.0,war_num_324_0.json
323.0,First Opium,3.0,Extra-State War,Imperial (state vs non-state),2,1839-09-04,1839,1842-08-29,1842,-8.0,-8.0,0.0,,0.0,0.0,war_num_323_0.json
322.0,First British-Afghan,3.0,Extra-State War,Imperial (state vs non-state),2,1839-02-14,1839,1842-10-12,1842,-8.0,-8.0,0.0,,0.0,0.0,war_num_322_0.json
533.0,Second Syrian War,5.0,Intra-State War,Civil War (over local issues),2,1839-06-10,1839,1839-06-28,1839,-8.0,-8.0,0.0,,0.0,0.0,war_num_533_0.json
532.7,Balaiada Revolt,5.0,Intra-State War,Civil War (over local issues),2,1838-12-13,1838,1841-01-19,1841,-8.0,-8.0,0.0,,0.0,0.0,war_num_532_7.json
532.5,Tampico Revolt,4.0,Intra-State War,Civil War (for central control),2,1838-05-01,1838,1839-06-05,1839,-8.0,-8.0,0.0,,1.0,0.0,war_num_532_5.json
321.0,First British-Zulu,3.0,Extra-State War,Imperial (state vs non-state),2,1838-04-17,1838,1838-04-30,1838,-8.0,-8.0,0.0,,0.0,1.0,war_num_321_0.json
531.0,Sabinada Rebellion,5.0,Intra-State War,Civil War (over local issues),2,1837-11-07,1837,1838-03-16,1838,-8.0,-8.0,0.0,,0.0,0.0,war_num_531_0.json
